OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,503390,0.6,31.36,65230,0.3,18.92,23.98,30.34,37.7,45.59,39350,49890,63110,78410,94830,,
43-6012,Legal Secretaries and Administrative Assistants,detailed,160950,1.8,25.36,52750,0.8,14.24,17.83,23.55,31.54,39.55,29620,37090,48980,65610,82270,,
43-6013,Medical Secretaries and Administrative Assistants,detailed,597100,0.8,18.75,39000,0.3,12.98,15.08,17.96,21.93,26.25,27000,31370,37350,45620,54600,,
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,1850360,0.5,19.43,40420,0.2,12.32,14.99,18.68,23.49,28.41,25630,31180,38850,48860,59090,,
43-9000,Other Office and Administrative Support Workers,minor,3541850,0.4,18.41,38290,0.2,10.91,13.49,17.25,22.16,27.83,22690,28050,35870,46090,57880,,
43-9020,Data Entry and Information Processing Workers,broad,194440,1.6,17.96,37350,0.4,12.12,14.18,17.22,20.81,25.12,25210,29490,35820,43290,52240,,
43-9021,Data Entry Keyers,detailed,151520,1.9,17.24,35850,0.4,11.77,13.74,16.56,19.59,24.25,24490,28580,34440,40750,50440,,
43-9022,Word Processors and Typists,detailed,42920,2.4,20.5,42630,0.7,13.78,16.62,19.73,23.86,28.48,28650,34570,41050,49640,59240,,
43-9030,Desktop Publishers,broad,7090,5.9,24.33,50600,2.2,11.79,16.9,22.86,30.01,39.06,24530,35150,47560,62420,81240,,
43-9031,Desktop Publishers,detailed,7090,5.9,24.33,50600,2.2,11.79,16.9,22.86,30.01,39.06,24530,35150,47560,62420,81240,,
43-9040,Insurance Claims and Policy Processing Clerks,broad,240740,2.0,21.67,45070,0.5,14.17,16.85,20.22,25.07,30.99,29480,35050,42050,52150,64460,,
43-9041,Insurance Claims and Policy Processing Clerks,detailed,240740,2.0,21.67,45070,0.5,14.17,16.85,20.22,25.07,30.99,29480,35050,42050,52150,64460,,
43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",broad,79310,2.6,16.2,33700,0.6,10.71,12.91,15.35,18.98,23.22,22290,26850,31920,39470,48300,,
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,79310,2.6,16.2,33700,0.6,10.71,12.91,15.35,18.98,23.22,22290,26850,31920,39470,48300,,
43-9060,"Office Clerks, General",broad,2788090,0.4,18.16,37770,0.2,10.59,13.26,16.98,21.87,27.47,22030,27570,35330,45480,57140,,
43-9061,"Office Clerks, General",detailed,2788090,0.4,18.16,37770,0.2,10.59,13.26,16.98,21.87,27.47,22030,27570,35330,45480,57140,,
43-9070,"Office Machine Operators, Except Computer",broad,40640,3.4,17.59,36580,0.6,11.83,13.78,16.7,20.01,24.98,24600,28670,34730,41630,51960,,
43-9071,"Office Machine Operators, Except Computer",detailed,40640,3.4,17.59,36580,0.6,11.83,13.78,16.7,20.01,24.98,24600,28670,34730,41630,51960,,
43-9080,Proofreaders and Copy Markers,broad,6610,7.5,21.48,44670,2.1,12.66,15.39,19.78,26.62,31.65,26340,32020,41140,55380,65840,,
43-9081,Proofreaders and Copy Markers,detailed,6610,7.5,21.48,44670,2.1,12.66,15.39,19.78,26.62,31.65,26340,32020,41140,55380,65840,,
43-9110,Statistical Assistants,broad,9320,3.6,25.06,52120,2.3,15.01,18.26,24.21,30.46,37.06,31220,37970,50360,63350,77070,,
43-9111,Statistical Assistants,detailed,9320,3.6,25.06,52120,2.3,15.01,18.26,24.21,30.46,37.06,31220,37970,50360,63350,77070,,
43-9190,Miscellaneous Office and Administrative Support Workers,broad,175600,1.2,18.91,39340,1.4,11.01,12.98,17.25,23.35,29.62,22890,26990,35890,48560,61620,,
43-9199,"Office and Administrative Support Workers, All Other",detailed,175600,1.2,18.91,39340,1.4,11.01,12.98,17.25,23.35,29.62,22890,26990,35890,48560,61620,,
45-0000,"Farming, Fishing, and Forestry Occupations",major,478770,1.2,16.02,33310,0.4,11.58,13.02,14.27,17.28,23.53,24090,27070,29670,35950,48950,,
45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",minor,22640,2.6,26.16,54420,0.8,15.26,18.43,24.08,31.91,39.95,31730,38340,50080,66380,83090,,
45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",broad,22640,2.6,26.16,54420,0.8,15.26,18.43,24.08,31.91,39.95,31730,38340,50080,66380,83090,,
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,22640,2.6,26.16,54420,0.8,15.26,18.43,24.08,31.91,39.95,31730,38340,50080,66380,83090,,
45-2000,Agricultural Workers,minor,409420,1.3,14.99,31180,0.5,11.42,13.02,13.95,15.48,19.75,23740,27070,29020,32210,41070,,
45-2010,Agricultural Inspectors,broad,13450,3.0,23.38,48620,0.7,14.15,16.79,22.45,28.07,34.76,29430,34920,46700,58380,72310,,
45-2011,Agricultural Inspectors,detailed,13450,3.0,23.38,48620,0.7,14.15,16.79,22.45,28.07,34.76,29430,34920,46700,58380,72310,,
45-2020,Animal Breeders,broad,920,12.7,21.12,43930,2.9,11.57,14.66,19.6,26.22,31.1,24060,30500,40770,54530,64680,,
45-2021,Animal Breeders,detailed,920,12.7,21.12,43930,2.9,11.57,14.66,19.6,26.22,31.1,24060,30500,40770,54530,64680,,
45-2040,"Graders and Sorters, Agricultural Products",broad,28640,4.2,14.24,29620,3.0,9.78,12.1,13.57,14.96,17.33,20340,25170,28220,31120,36040,,
45-2041,"Graders and Sorters, Agricultural Products",detailed,28640,4.2,14.24,29620,3.0,9.78,12.1,13.57,14.96,17.33,20340,25170,28220,31120,36040,,
45-2090,Miscellaneous Agricultural Workers,broad,366410,1.5,14.72,30620,0.4,11.5,13.02,13.89,15.36,19.2,23930,27070,28890,31940,39930,,
45-2091,Agricultural Equipment Operators,detailed,29220,4.4,16.38,34070,1.2,10.51,13.39,15.75,18.91,23.02,21860,27850,32750,39340,47890,,
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,293910,1.8,14.49,30140,0.5,12.15,13.02,13.78,15.05,18.27,25270,27070,28660,31310,37990,,
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,36820,3.3,14.93,31060,0.8,9.34,11.38,14.01,17.67,22.2,19420,23670,29130,36760,46170,,
45-2099,"Agricultural Workers, All Other",detailed,6460,10.2,16.51,34330,3.0,9.21,11.99,14.49,18.95,26.11,19170,24930,30140,39410,54300,,
45-4000,"Forest, Conservation, and Logging Workers",minor,44120,2.5,20.3,42230,1.1,12.34,14.92,19.33,24.58,30.3,25670,31040,40200,51120,63020,,
45-4010,Forest and Conservation Workers,broad,6490,5.6,16.11,33520,1.2,11.25,13.1,14.73,18.05,23.41,23400,27250,30640,37550,48700,,
45-4011,Forest and Conservation Workers,detailed,6490,5.6,16.11,33520,1.2,11.25,13.1,14.73,18.05,23.41,23400,27250,30640,37550,48700,,
45-4020,Logging Workers,broad,37630,2.8,21.03,43740,1.2,12.52,15.88,20.36,25.2,30.76,26040,33040,42350,52410,63990,,
45-4021,Fallers,detailed,4820,13.3,23.81,49520,4.3,14.22,16.79,20.76,31.17,38.71,29580,34920,43190,64840,80530,,
45-4022,Logging Equipment Operators,detailed,25560,3.2,20.95,43570,1.3,12.39,15.9,20.78,25.38,30.31,25760,33080,43210,52780,63050,,
45-4023,Log Graders and Scalers,detailed,3390,5.4,18.72,38940,1.4,12.46,14.42,17.74,22.24,26.17,25910,30000,36900,46250,54430,,
45-4029,"Logging Workers, All Other",detailed,3850,10.0,20.11,41830,2.7,11.58,15.99,19.91,24.4,28.86,24100,33270,41410,50760,60040,,
47-0000,Construction and Extraction Occupations,major,5937830,0.3,25.93,53940,0.2,14.12,17.57,23.37,31.46,42.24,29360,36540,48610,65440,87870,,
47-1000,Supervisors of Construction and Extraction Workers,minor,614080,0.6,35.09,72990,0.2,20.95,26.09,32.61,42.1,52.88,43570,54270,67840,87570,109980,,
47-1010,First-Line Supervisors of Construction Trades and Extraction Workers,broad,614080,0.6,35.09,72990,0.2,20.95,26.09,32.61,42.1,52.88,43570,54270,67840,87570,109980,,
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,614080,0.6,35.09,72990,0.2,20.95,26.09,32.61,42.1,52.88,43570,54270,67840,87570,109980,,
47-2000,Construction Trades Workers,minor,4430270,0.3,25.28,52580,0.2,14.03,17.36,22.83,30.65,40.89,29190,36110,47480,63750,85050,,
47-2010,Boilermakers,broad,14020,7.2,32.42,67430,1.4,19.05,25.59,31.42,39.02,48.04,39620,53240,65360,81150,99920,,
47-2011,Boilermakers,detailed,14020,7.2,32.42,67430,1.4,19.05,25.59,31.42,39.02,48.04,39620,53240,65360,81150,99920,,
47-2020,"Brickmasons, Blockmasons, and Stonemasons",broad,71770,2.4,27.29,56750,0.9,15.85,19.87,25.52,32.38,41.87,32970,41340,53090,67350,87090,,
47-2021,Brickmasons and Blockmasons,detailed,59940,2.7,28.09,58420,1.0,16.47,20.78,26.48,33.39,42.97,34250,43220,55080,69440,89380,,
47-2022,Stonemasons,detailed,11830,7.8,23.22,48290,2.6,13.61,16.64,20.99,27.46,36.39,28310,34620,43650,57110,75690,,
47-2030,Carpenters,broad,699300,0.9,26.06,54200,0.4,15.0,18.38,23.81,31.0,42.02,31200,38240,49520,64480,87410,,
47-2031,Carpenters,detailed,699300,0.9,26.06,54200,0.4,15.0,18.38,23.81,31.0,42.02,31200,38240,49520,64480,87410,,
47-2040,"Carpet, Floor, and Tile Installers and Finishers",broad,82980,2.9,22.91,47650,1.0,13.01,16.01,20.77,27.8,36.58,27070,33310,43210,57810,76080,,
47-2041,Carpet Installers,detailed,23020,5.1,22.19,46150,2.0,12.45,15.36,19.94,26.7,36.42,25900,31940,41480,55540,75750,,
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,16720,7.4,23.91,49740,2.2,13.11,16.3,21.89,29.55,38.22,27260,33900,45520,61450,79500,,
47-2043,Floor Sanders and Finishers,detailed,5100,11.2,19.9,41400,3.2,13.02,15.01,18.68,23.26,29.59,27080,31230,38850,48390,61540,,
47-2044,Tile and Stone Setters,detailed,38150,4.4,23.31,48490,1.4,13.17,16.46,21.26,27.98,36.84,27390,34240,44220,58200,76620,,
47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",broad,198550,1.7,23.8,49490,0.6,14.94,17.7,22.14,28.31,36.69,31070,36820,46060,58880,76310,,
47-2051,Cement Masons and Concrete Finishers,detailed,195580,1.7,23.74,49390,0.6,14.93,17.7,22.12,28.23,36.49,31050,36810,46000,58710,75900,,
47-2053,Terrazzo Workers and Finishers,detailed,2970,11.7,27.13,56440,4.4,15.57,18.27,24.73,35.83,44.67,32380,38010,51430,74520,92920,,
47-2060,Construction Laborers,broad,971330,0.8,20.67,43000,0.3,12.54,14.75,18.22,24.2,33.6,26090,30690,37890,50330,69880,,
47-2061,Construction Laborers,detailed,971330,0.8,20.67,43000,0.3,12.54,14.75,18.22,24.2,33.6,26090,30690,37890,50330,69880,,
47-2070,Construction Equipment Operators,broad,451250,0.8,26.22,54540,0.4,15.69,18.52,23.61,31.19,41.49,32630,38530,49100,64870,86300,,
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,44560,3.6,22.31,46400,1.2,13.96,16.62,19.97,25.88,35.03,29030,34580,41540,53820,72860,,
47-2072,Pile Driver Operators,detailed,3820,8.4,34.56,71880,3.4,17.79,22.88,30.47,46.72,55.43,37010,47590,63370,97190,115290,,
47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,402870,0.9,26.58,55280,0.4,15.85,18.82,23.93,31.56,41.93,32980,39150,49770,65640,87220,,
47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",broad,116010,2.2,25.66,53360,1.0,14.7,18.3,23.47,30.77,41.86,30570,38060,48830,64010,87060,,
47-2081,Drywall and Ceiling Tile Installers,detailed,99700,2.4,24.97,51930,1.0,14.37,17.86,22.82,29.8,40.9,29890,37140,47460,61980,85070,,
47-2082,Tapers,detailed,16320,4.7,29.87,62140,1.4,17.59,22.3,28.58,36.91,46.06,36580,46380,59450,76770,95800,,
47-2110,Electricians,broad,656510,0.9,29.59,61550,0.6,16.26,20.57,27.36,36.24,47.46,33810,42790,56900,75380,98720,,
47-2111,Electricians,detailed,656510,0.9,29.59,61550,0.6,16.26,20.57,27.36,36.24,47.46,33810,42790,56900,75380,98720,,
47-2120,Glaziers,broad,52190,3.8,24.5,50970,1.2,14.15,17.26,22.15,29.47,40.21,29440,35900,46080,61300,83640,,
47-2121,Glaziers,detailed,52190,3.8,24.5,50970,1.2,14.15,17.26,22.15,29.47,40.21,29440,35900,46080,61300,83640,,
47-2130,Insulation Workers,broad,60480,3.3,24.42,50800,1.4,13.88,17.16,22.03,28.94,39.68,28880,35690,45820,60190,82530,,
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,32780,4.3,22.53,46860,2.2,12.85,16.01,20.04,26.2,35.84,26720,33300,41690,54500,74540,,
47-2132,"Insulation Workers, Mechanical",detailed,27700,5.4,26.67,55470,1.7,15.78,19.06,24.05,31.06,43.81,32830,39640,50030,64600,91120,,
47-2140,Painters and Paperhangers,broad,220700,1.5,22.36,46500,0.7,13.59,16.49,20.27,26.73,33.97,28280,34300,42150,55590,70660,,
47-2141,"Painters, Construction and Maintenance",detailed,217880,1.5,22.33,46460,0.7,13.6,16.49,20.25,26.73,33.88,28290,34300,42130,55590,70470,,
47-2142,Paperhangers,detailed,2820,18.1,23.95,49820,8.1,13.02,16.54,20.94,26.71,43.91,27070,34390,43560,55550,91340,,
47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",broad,451390,1.1,28.79,59890,0.6,15.85,19.76,26.43,35.47,46.85,32960,41090,54980,73780,97450,,
47-2151,Pipelayers,detailed,33950,3.0,21.66,45060,1.0,13.83,16.41,19.46,25.22,33.22,28760,34140,40480,52450,69090,,
47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,417440,1.2,29.37,61100,0.6,16.09,20.35,27.08,36.24,47.59,33460,42330,56330,75370,98990,,
47-2160,Plasterers and Stucco Masons,broad,25210,5.2,25.05,52100,1.8,14.97,17.97,22.61,29.85,39.28,31140,37380,47020,62090,81710,,
47-2161,Plasterers and Stucco Masons,detailed,25210,5.2,25.05,52100,1.8,14.97,17.97,22.61,29.85,39.28,31140,37380,47020,62090,81710,,
47-2170,Reinforcing Iron and Rebar Workers,broad,18680,6.3,26.3,54700,2.3,15.84,19.48,23.75,30.72,42.49,32940,40520,49390,63900,88380,,
47-2171,Reinforcing Iron and Rebar Workers,detailed,18680,6.3,26.3,54700,2.3,15.84,19.48,23.75,30.72,42.49,32940,40520,49390,63900,88380,,
47-2180,Roofers,broad,128680,2.1,22.6,47010,1.0,13.09,16.26,20.95,27.33,34.66,27220,33810,43580,56860,72100,,
47-2181,Roofers,detailed,128680,2.1,22.6,47010,1.0,13.09,16.26,20.95,27.33,34.66,27220,33810,43580,56860,72100,,
47-2210,Sheet Metal Workers,broad,128220,2.2,26.6,55320,0.9,14.64,18.26,24.7,32.39,42.05,30460,37980,51370,67380,87470,,
47-2211,Sheet Metal Workers,detailed,128220,2.2,26.6,55320,0.9,14.64,18.26,24.7,32.39,42.05,30460,37980,51370,67380,87470,,
47-2220,Structural Iron and Steel Workers,broad,71490,3.0,28.2,58650,0.9,16.02,19.71,26.36,35.48,45.26,33330,40990,54830,73800,94140,,
47-2221,Structural Iron and Steel Workers,detailed,71490,3.0,28.2,58650,0.9,16.02,19.71,26.36,35.48,45.26,33330,40990,54830,73800,94140,,
47-2230,Solar Photovoltaic Installers,broad,11490,9.2,23.08,48020,1.9,15.67,18.2,22.34,26.81,31.06,32590,37860,46470,55760,64600,,
47-2231,Solar Photovoltaic Installers,detailed,11490,9.2,23.08,48020,1.9,15.67,18.2,22.34,26.81,31.06,32590,37860,46470,55760,64600,,
47-3000,"Helpers, Construction Trades",minor,227710,1.6,17.13,35640,0.4,11.69,13.59,16.35,19.46,24.29,24320,28260,34000,40470,50520,,
47-3010,"Helpers, Construction Trades",broad,227710,1.6,17.13,35640,0.4,11.69,13.59,16.35,19.46,24.29,24320,28260,34000,40470,50520,,
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,21410,4.1,19.32,40190,1.3,12.76,14.9,17.78,22.33,29.59,26530,30990,36990,46450,61550,,
47-3012,Helpers--Carpenters,detailed,30900,3.8,17.0,35360,0.9,11.47,13.6,16.48,19.47,24.02,23850,28290,34280,40490,49950,,
47-3013,Helpers--Electricians,detailed,73920,2.9,17.04,35440,0.8,11.67,13.54,16.27,19.33,24.06,24280,28160,33840,40220,50050,,
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,9500,6.8,16.12,33520,1.4,11.15,13.02,15.21,18.46,22.86,23200,27080,31640,38400,47550,,
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,55740,3.6,16.82,34990,0.9,11.93,13.61,16.15,19.27,23.73,24820,28310,33590,40070,49360,,
47-3016,Helpers--Roofers,detailed,8390,12.2,16.86,35080,2.2,11.83,13.5,15.99,19.15,23.87,24610,28080,33260,39840,49650,,
47-3019,"Helpers, Construction Trades, All Other",detailed,27850,3.9,16.89,35140,1.0,10.92,13.17,16.04,19.49,24.25,22710,27400,33360,40530,50440,,
47-4000,Other Construction and Related Workers,minor,438940,0.9,25.36,52750,0.4,14.09,17.55,22.87,30.53,40.78,29300,36490,47580,63500,84830,,
47-4010,Construction and Building Inspectors,broad,113770,1.9,31.96,66470,0.6,18.2,23.49,30.22,38.93,48.64,37850,48860,62860,80970,101170,,
47-4011,Construction and Building Inspectors,detailed,113770,1.9,31.96,66470,0.6,18.2,23.49,30.22,38.93,48.64,37850,48860,62860,80970,101170,,
47-4020,Elevator and Escalator Installers and Repairers,broad,24730,4.3,41.44,86200,1.0,22.09,29.83,42.57,51.96,61.78,45950,62050,88540,108080,128500,,
47-4021,Elevator and Escalator Installers and Repairers,detailed,24730,4.3,41.44,86200,1.0,22.09,29.83,42.57,51.96,61.78,45950,62050,88540,108080,128500,,
47-4030,Fence Erectors,broad,27010,5.7,19.29,40120,1.6,12.71,14.83,18.05,22.47,27.63,26450,30840,37550,46730,57470,,
47-4031,Fence Erectors,detailed,27010,5.7,19.29,40120,1.6,12.71,14.83,18.05,22.47,27.63,26450,30840,37550,46730,57470,,
47-4040,Hazardous Materials Removal Workers,broad,44010,3.1,23.64,49170,1.2,14.71,17.41,21.77,28.35,36.81,30590,36210,45270,58970,76570,,
47-4041,Hazardous Materials Removal Workers,detailed,44010,3.1,23.64,49170,1.2,14.71,17.41,21.77,28.35,36.81,30590,36210,45270,58970,76570,,
47-4050,Highway Maintenance Workers,broad,149890,0.9,20.77,43200,0.3,13.18,16.27,20.03,24.66,29.78,27410,33850,41660,51300,61940,,
47-4051,Highway Maintenance Workers,detailed,149890,0.9,20.77,43200,0.3,13.18,16.27,20.03,24.66,29.78,27410,33850,41660,51300,61940,,
47-4060,Rail-Track Laying and Maintenance Equipment Operators,broad,17590,7.3,27.61,57430,3.9,17.36,21.42,27.1,32.9,39.26,36110,44560,56370,68440,81670,,
47-4061,Rail-Track Laying and Maintenance Equipment Operators,detailed,17590,7.3,27.61,57430,3.9,17.36,21.42,27.1,32.9,39.26,36110,44560,56370,68440,81670,,
47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,broad,29880,3.4,21.12,43930,0.8,13.23,16.11,19.77,24.93,30.59,27530,33520,41120,51850,63620,,
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,29880,3.4,21.12,43930,0.8,13.23,16.11,19.77,24.93,30.59,27530,33520,41120,51850,63620,,
47-4090,Miscellaneous Construction and Related Workers,broad,32050,3.7,21.24,44180,1.2,12.84,15.7,19.07,24.84,32.36,26700,32650,39660,51660,67310,,
47-4090,Miscellaneous Construction and Related Workers,detailed,32050,3.7,21.24,44180,1.2,12.84,15.7,19.07,24.84,32.36,26700,32650,39660,51660,67310,,
47-5000,Extraction Workers,minor,226840,1.6,23.81,49520,0.5,14.86,17.62,22.12,28.45,35.81,30910,36660,46020,59180,74480,,
47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",broad,68840,3.1,25.8,53670,1.1,15.49,18.51,23.47,30.6,38.95,32220,38500,48820,63640,81010,,
47-5011,"Derrick Operators, Oil and Gas",detailed,9350,7.7,24.17,50280,2.2,16.28,19.1,23.04,27.98,33.57,33860,39740,47920,58200,69820,,
47-5012,"Rotary Drill Operators, Oil and Gas",detailed,15650,5.9,28.34,58940,1.6,16.15,20.57,25.88,34.51,43.57,33600,42790,53820,71780,90640,,
47-5013,"Service Unit Operators, Oil and Gas",detailed,43840,4.0,25.25,52510,1.5,15.1,17.89,22.78,30.01,38.34,31400,37220,47380,62420,79750,,
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",detailed,40240,3.0,23.32,48500,0.8,15.22,17.61,21.7,27.32,34.06,31660,36630,45150,56820,70840,,
47-5041,Continuous Mining Machine Operators,detailed,14990,4.6,28.05,58340,1.2,18.69,22.21,27.37,33.57,38.52,38870,46190,56920,69830,80110,,
47-5043,"Roof Bolters, Mining",detailed,2080,8.7,29.76,61900,1.7,21.76,26.07,29.42,33.81,38.74,45250,54220,61190,70330,80580,,
47-5044,"Loading and Moving Machine Operators, Underground Mining",detailed,3520,9.7,26.97,56100,1.6,17.67,22.48,27.23,30.77,36.36,36750,46750,56640,64010,75630,,
47-5050,"Rock Splitters, Quarry",broad,4640,8.2,18.48,38430,1.2,13.28,15.37,17.85,21.02,24.87,27620,31980,37130,43730,51730,,
47-5051,"Rock Splitters, Quarry",detailed,4640,8.2,18.48,38430,1.2,13.28,15.37,17.85,21.02,24.87,27620,31980,37130,43730,51730,,
47-5070,"Roustabouts, Oil and Gas",broad,44710,3.7,20.27,42160,0.9,13.8,16.27,18.95,23.43,29.16,28700,33850,39420,48740,60650,,
47-5071,"Roustabouts, Oil and Gas",detailed,44710,3.7,20.27,42160,0.9,13.8,16.27,18.95,23.43,29.16,28700,33850,39420,48740,60650,,
47-5080,Helpers--Extraction Workers,broad,12740,6.1,18.82,39150,1.2,12.65,14.9,18.2,22.67,26.79,26300,30990,37860,47160,55730,,
47-5081,Helpers--Extraction Workers,detailed,12740,6.1,18.82,39150,1.2,12.65,14.9,18.2,22.67,26.79,26300,30990,37860,47160,55730,,
47-5097,"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters",detailed,22540,3.4,24.54,51040,0.8,16.08,19.08,23.32,28.94,35.41,33440,39690,48510,60190,73650,,
47-5098,"Underground Mining Machine Operators and Extraction Workers, All Other",detailed,12540,6.5,25.83,53730,1.4,15.73,19.5,25.19,31.72,37.83,32730,40560,52400,65990,78690,,
49-0000,"Installation, Maintenance, and Repair Occupations",major,5486930,0.3,25.17,52360,0.1,13.55,17.36,23.44,31.0,39.78,28190,36100,48750,64490,82730,,
49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",minor,475000,0.5,35.14,73100,0.2,20.4,26.06,33.77,42.81,52.62,42440,54210,70240,89040,109440,,
49-1010,"First-Line Supervisors of Mechanics, Installers, and Repairers",broad,475000,0.5,35.14,73100,0.2,20.4,26.06,33.77,42.81,52.62,42440,54210,70240,89040,109440,,
